"nome","resumo","coordenador"
"MONITORIA EM BIOLOGIA MOLECULAR APLICADA AO DIAGNÓSTICO LABORATORIAL","Em breve este conteúdo estará disponível.","Jamila Alessandra Perini Machado "
"O USO DE FERRAMENTAS LÚDICAS EXPERIMENTAIS E DIGITAIS NO PROCESSO DE ENSINO/APRENDIZAGEM EM GENÉTICA","Em breve este conteúdo estará disponível.","Rogério Carlos Novais "
